epoch,balance_loss,edge_loss,fw_loss,loss,lr,p_loss,val_balance_loss,val_edge_loss,val_fw_loss,val_loss,val_p_loss,val_weymouth_loss,weymouth_loss
69,2.826721429824829,10.674195289611816,2.177013635635376,15.67793083190918,0.009289995,376855.03125,18.40298080444336,17.885974884033203,2.5619757175445557,38.850929260253906,381909.0625,11828242432.0,14547982336.0
70,3.705989122390747,10.89673137664795,2.119507074356079,16.722225189208984,0.009280212,376841.15625,14.243675231933594,15.831738471984863,2.3250041007995605,32.40041732788086,381726.875,12518700032.0,14660212736.0
71,3.802849531173706,11.317146301269531,2.297292470932007,17.41729164123535,0.00927044,376782.15625,24.564395904541016,22.48374366760254,2.2965896129608154,49.344730377197266,381687.84375,12493273088.0,14835957760.0
72,4.657157897949219,11.554742813110352,2.200779676437378,18.41267967224121,0.009260678,376883.15625,4.911099910736084,11.039250373840332,2.2317299842834473,18.182079315185547,381698.84375,12954920960.0,14334007296.0
73,3.636810779571533,11.289005279541016,2.175585985183716,17.101402282714844,0.009250926,376793.875,20.013751983642578,19.13991355895996,2.859135866165161,42.01279830932617,382023.15625,11199160320.0,14842549248.0
74,2.96349835395813,11.035176277160645,2.2247154712677,16.223390579223633,0.009241184,376864.46875,14.165031433105469,16.915185928344727,2.0934500694274902,33.173667907714844,381540.90625,13320305664.0,14427763712.0
75,3.0757546424865723,11.633112907409668,2.295840263366699,17.004709243774414,0.009231453,376785.59375,11.062481880187988,15.195256233215332,3.0476348400115967,29.305370330810547,382159.1875,10982421504.0,14934780928.0
76,2.8380346298217773,11.272513389587402,2.2470498085021973,16.35759735107422,0.009221731,376825.59375,22.535648345947266,19.094369888305664,2.2776477336883545,43.90766525268555,381677.40625,12598190080.0,14702562304.0
77,2.972712993621826,12.3622407913208,2.331914186477661,17.666868209838867,0.009212021,376842.15625,12.781562805175781,14.940092086791992,3.035184383392334,30.7568416595459,382119.625,11090342912.0,14768983040.0
78,3.0014615058898926,11.450667381286621,2.2424473762512207,16.694576263427734,0.00920232,376778.3125,13.577099800109863,15.844091415405273,2.046175718307495,31.46736717224121,381412.4375,13872414720.0,14838526976.0
79,2.688286066055298,11.180514335632324,2.2743101119995117,16.143110275268555,0.009192629,376827.65625,10.540631294250488,14.13024616241455,2.8411905765533447,27.512065887451172,381883.3125,11583236096.0,14799080448.0
80,2.807363510131836,11.097079277038574,2.3271780014038086,16.23162078857422,0.009182949,376746.0625,10.734029769897461,14.737736701965332,2.146757125854492,27.6185245513916,381587.4375,13599865856.0,15138966528.0
81,2.7780768871307373,10.925851821899414,2.2292604446411133,15.933187484741211,0.009173279,376814.6875,9.124372482299805,14.205327033996582,2.368542194366455,25.6982421875,381744.96875,13046322176.0,14830770176.0
82,2.6377804279327393,10.696706771850586,2.1983542442321777,15.53283977508545,0.009163619,376763.59375,6.421748161315918,11.94030475616455,2.1175332069396973,20.47958755493164,381038.21875,16283274240.0,15058873344.0
83,3.41235089302063,11.412702560424805,2.3640425205230713,17.1890926361084,0.009153969,376791.875,14.825474739074707,18.182601928710938,2.1010680198669434,35.1091423034668,381319.78125,15222459392.0,14950329344.0
